happiness,survey_type,province,city,county,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,weekday,year,quarter,hour,month,hour_cut,birth_s,income_cut,properties,insurs,invests
4,2,10,28,51,2,1954,1,1,1,3,4.0,-2.0,20000,1,72.0,0,0,0,0,0,0,0,0,0,160,110,4,4,4,1,2.0,1,1,3,2,1,1,2,5,5,5,5,4,4,5,5,5,3,5,3,4,1,2.0,3.0,1,3,3,3,4,2,3,0.0,0.0,0.0,0.0,1,2,2,2,5000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,-2.0,1951.0,1984.0,3.0,1.0,1.0,3000.0,3.0,0.0,0.0,1938,1,1,2,1944,3,1,2,2,2,5,2,5000.0,3,4,3,3,4,-8,2,4,2,-8,-8,-8,2,4,80,60,80,70,70.0,60,70,80,80,0,2015,3,10,7,2,3,3,0,14,1
4,1,9,20,42,2,1968,1,1,1,4,4.0,1984.0,20000,1,90.0,0,1,0,0,0,0,0,0,0,162,110,4,4,3,1,1.0,2,2,1,3,3,3,2,3,2,2,1,4,4,1,1,5,5,2,3,3,2,3.0,3.0,1,2,7,5,8,3,1,3.0,28.0,1.0,4.0,1,1,2,2,40000.0,2,4,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1990.0,1962.0,1990.0,10.0,4.0,2.0,20000.0,1.0,3.0,1.0,1920,1,1,2,1942,1,1,2,2,1,4,2,50000.0,4,4,4,4,5,4,4,4,4,4,-8,4,3,5,40,40,40,40,40.0,40,40,40,40,4,2015,3,19,7,5,4,3,1,13,1
4,1,18,55,89,2,1971,1,1,1,11,4.0,-2.0,20000,4,120.0,0,0,1,0,0,0,0,0,0,155,120,5,5,5,5,1.0,4,4,1,5,5,1,1,4,3,1,4,4,4,2,4,5,5,1,2,3,3,-8.0,-8.0,1,2,7,6,7,4,1,3.0,20.0,1.0,2.0,1,1,2,2,50000.0,4,2,1,1,0,1,0,0,0,0,0,0,0,1,1,2.0,3,1997.0,1972.0,1997.0,9.0,1.0,5.0,70000.0,1.0,3.0,1.0,-2,2,1,1,-2,1,1,15,2,1,4,-8,-2.0,5,4,-8,-8,5,4,4,5,4,4,-8,4,3,4,80,80,70,80,80.0,80,80,80,80,5,2015,3,10,7,2,5,3,4,13,1
4,2,5,9,25,2,1993,1,1,1,6,4.0,2012.0,28000,1,90.0,0,0,0,0,0,1,0,0,0,166,130,5,4,4,1,1.0,1,2,1,4,5,1,1,4,3,4,5,4,4,2,5,5,5,1,3,4,2,3.0,6.0,6,4,5,7,7,7,5,0.0,0.0,0.0,0.0,1,2,2,2,100000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,3,2013.0,1992.0,2013.0,6.0,1.0,1.0,400000.0,1.0,3.0,1.0,1970,4,1,2,1973,4,1,2,2,2,4,2,40000.0,5,4,4,4,5,5,3,4,3,-8,-8,-8,3,5,80,80,70,80,80.0,80,80,100,80,2,2015,3,9,8,2,7,4,25,14,1
5,1,15,41,72,2,1968,1,1,1,4,4.0,1987.0,-1,1,96.0,0,0,0,0,0,0,0,0,1,159,105,5,4,5,1,1.0,1,1,1,5,5,3,1,4,3,5,5,4,4,2,1,5,5,1,2,5,2,7.0,5.0,4,3,5,4,10,2,6,0.0,0.0,0.0,0.0,1,1,2,2,-1.0,5,3,1,2,0,1,0,0,0,0,0,0,0,3,4,1.0,4,1989.0,1967.0,1999.0,3.0,1.0,1.0,-1.0,1.0,2.0,1.0,-2,1,1,2,1929,1,1,2,2,1,4,-8,100000.0,5,3,3,3,3,3,3,3,3,3,3,3,1,3,100,80,-2,60,60.0,60,100,100,60,3,2015,3,14,7,4,4,0,64,13,1
5,1,15,39,70,2,1968,1,1,1,3,4.0,1981.0,5000,1,160.0,0,1,1,0,0,0,0,0,0,155,90,5,4,4,1,1.0,1,1,1,2,1,1,2,5,4,5,5,4,2,5,5,5,5,5,3,3,1,2.0,2.0,1,4,5,4,6,4,5,0.0,0.0,0.0,0.0,1,1,2,2,65000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1991.0,1970.0,1991.0,3.0,1.0,1.0,30000.0,1.0,3.0,1.0,-2,1,1,2,-2,1,1,2,2,2,4,3,30000.0,5,5,5,5,5,4,4,4,4,-8,-8,-8,3,5,80,70,70,70,50.0,60,79,70,80,1,2015,3,15,7,4,4,2,5,13,1
4,1,11,30,53,1,1938,1,1,1,3,4.0,1950.0,4000,1,60.0,0,1,0,0,0,0,0,0,0,173,120,5,-8,4,1,2.0,1,1,4,5,1,1,1,5,4,4,5,4,5,4,4,5,5,5,4,4,2,7.0,7.0,1,4,3,2,3,2,5,0.0,0.0,0.0,0.0,1,2,2,2,4000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,4,2,6.0,3,1961.0,1943.0,1961.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,-3,1,1,2,-3,1,1,2,3,2,4,2,50000.0,5,5,5,5,5,4,3,5,4,5,-8,2,1,2,90,80,60,80,50.0,60,60,80,80,2,2015,3,16,7,4,1,2,1,14,1
4,2,16,47,79,2,1945,1,1,1,1,5.0,-2.0,0,1,112.0,0,0,0,1,0,0,0,0,0,160,125,2,3,3,1,1.0,1,1,1,3,1,1,3,5,5,5,5,4,5,5,5,5,5,5,1,1,1,8.0,8.0,1,2,1,1,1,1,3,0.0,0.0,0.0,0.0,1,1,2,2,10000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,3,2,0.0,3,1981.0,1939.0,1981.0,1.0,1.0,1.0,5000.0,3.0,0.0,0.0,-2,1,1,2,-2,1,1,2,3,1,4,2,-2.0,4,4,4,4,4,4,4,3,3,2,2,2,1,2,60,60,50,50,50.0,50,50,50,50,0,2015,3,14,7,4,2,1,9,13,1
4,1,12,32,59,1,1956,1,1,1,6,4.0,1973.0,30000,1,52.0,0,0,0,0,0,0,0,0,1,178,110,3,3,4,5,1.0,4,2,3,4,1,1,1,3,3,1,4,3,4,5,3,5,2,5,2,4,3,5.0,5.0,2,2,3,2,4,5,5,0.0,0.0,0.0,0.0,1,1,2,2,30000.0,1,-8,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,1,4,-2,1,1,4,3,2,4,-8,-2.0,2,4,-8,-8,4,3,4,3,2,2,-8,-8,1,3,98,80,60,60,70.0,90,80,70,70,4,2015,3,15,8,4,3,4,64,13,1
4,1,10,26,48,2,1984,1,1,1,11,4.0,2007.0,30000,1,65.0,0,0,0,0,0,0,0,0,1,168,112,5,4,4,2,1.0,2,2,1,2,5,2,3,3,3,2,5,4,2,1,3,5,5,1,2,3,3,6.0,2.0,6,4,5,4,6,4,1,3.0,8.0,1.0,3.0,1,1,2,2,130000.0,1,3,-3,1,0,1,0,0,0,0,0,0,0,1,0,1.0,3,2007.0,1979.0,2007.0,10.0,4.0,2.0,100000.0,1.0,3.0,1.0,1961,4,1,9,1962,4,1,9,2,1,3,2,40000.0,4,4,4,4,4,4,3,3,3,-8,-8,-8,3,2,70,60,70,80,60.0,70,70,70,70,3,2015,3,17,7,4,6,4,64,13,1
5,1,12,34,64,1,1974,1,1,1,12,4.0,1996.0,-3,1,89.0,0,0,1,0,0,0,0,0,0,170,140,4,5,5,5,1.0,2,2,2,4,5,3,1,3,3,3,4,4,3,3,3,4,5,1,3,4,2,6.0,2.0,-8,4,8,7,8,6,1,3.0,19.0,1.0,2.0,1,1,2,2,-3.0,3,4,-3,2,0,0,1,0,0,0,0,0,0,1,0,1.0,3,2006.0,1974.0,2006.0,13.0,4.0,5.0,-3.0,1.0,3.0,1.0,1931,4,1,1,-2,-8,1,1,1,2,3,2,-3.0,4,5,-8,-8,4,5,3,3,3,3,-8,-8,2,3,80,80,60,70,70.0,60,70,70,70,2,2015,3,16,8,4,5,0,4,13,4
3,2,16,46,78,1,1935,1,1,1,3,4.0,1947.0,0,1,300.0,0,0,0,1,0,0,0,0,0,163,100,3,4,3,1,1.0,1,1,1,4,1,1,1,5,3,5,5,3,3,5,5,5,5,5,4,4,1,2.0,3.0,1,3,5,4,5,2,3,0.0,0.0,0.0,0.0,1,1,2,2,100000.0,6,3,1,1,0,1,0,0,0,0,0,0,0,6,2,0.0,3,1958.0,1937.0,1958.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,-2,1,1,2,-2,1,1,2,3,2,4,-8,-2.0,5,4,5,5,5,-8,4,4,3,-8,-8,-8,3,5,50,30,30,40,40.0,30,20,20,20,4,2015,3,8,7,2,1,1,9,13,1
4,2,23,69,109,2,1952,1,1,1,1,5.0,-2.0,4000,1,54.0,0,1,1,0,0,0,0,0,0,162,115,2,4,3,1,1.0,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,3,5,4,3,1,3.0,3.0,4,4,5,8,2,3,4,0.0,0.0,0.0,0.0,1,1,2,2,40000.0,2,2,2,2,0,1,0,0,0,0,0,0,0,1,2,0.0,4,1970.0,1946.0,1975.0,3.0,1.0,1.0,4000.0,2.0,0.0,0.0,1924,1,1,2,1928,1,1,2,3,1,4,2,40000.0,5,5,4,3,5,4,2,1,1,2,2,2,1,5,50,20,80,20,50.0,50,50,80,70,3,2015,3,20,9,5,3,2,5,13,1
4,1,1,1,8,2,1989,1,1,1,12,4.0,2012.0,45000,2,102.0,0,0,0,0,0,0,0,0,1,169,125,4,4,4,2,3.0,3,3,4,4,5,2,1,4,4,3,4,4,4,2,4,4,5,1,3,3,3,5.0,5.0,2,3,7,6,7,6,1,3.0,3.0,1.0,3.0,1,1,2,2,45000.0,1,2,-3,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963,9,1,10,1965,6,1,15,2,2,4,3,100000.0,3,3,3,3,4,3,3,3,2,3,3,3,2,3,75,60,60,70,70.0,70,70,70,70,3,2015,3,10,8,2,6,5,64,13,1
4,1,12,32,59,1,1964,1,1,1,3,4.0,1981.0,0,1,64.0,0,0,0,0,0,0,0,0,1,170,138,4,4,3,2,2.0,2,2,2,4,4,2,1,4,3,4,5,4,4,2,1,5,5,1,2,3,2,4.0,5.0,5,2,7,4,8,6,5,0.0,0.0,0.0,0.0,1,2,2,2,-3.0,3,2,1,2,0,0,1,0,0,0,0,0,0,0,1,0.0,3,1988.0,1963.0,1988.0,3.0,1.0,2.0,-3.0,5.0,0.0,0.0,1933,3,1,1,1939,3,1,1,3,2,3,3,10000.0,2,3,-8,-8,3,3,3,3,2,2,-8,2,2,2,60,50,40,50,30.0,50,50,40,40,0,2015,3,16,8,4,4,1,64,14,4
4,1,31,87,132,2,1979,1,0,1,11,4.0,2009.0,100000,1,89.0,0,1,0,0,0,0,0,0,0,160,140,3,5,5,2,3.0,2,2,2,3,5,1,2,3,3,2,4,4,4,3,3,5,5,1,2,3,3,4.0,4.0,1,4,3,1,3,1,1,3.0,20.0,1.0,2.0,1,1,2,1,200000.0,2,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0.0,3,2004.0,1979.0,2004.0,11.0,4.0,2.0,100000.0,1.0,7.0,2.0,-2,4,1,1,-2,4,1,15,2,2,4,2,300000.0,4,2,2,2,5,4,3,3,2,3,3,3,2,3,70,60,60,60,60.0,60,70,70,70,1,2015,3,17,8,4,5,5,1,4,29
4,1,15,39,70,1,1948,1,1,1,1,5.0,-2.0,1040,1,60.0,0,1,0,0,0,0,0,0,0,170,123,4,4,4,1,1.0,1,1,1,4,1,1,2,5,5,5,5,5,5,5,5,5,5,5,1,1,1,8.0,8.0,2,4,3,3,3,-8,4,0.0,0.0,0.0,0.0,1,1,2,2,1040.0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,1,2,-2,1,1,2,3,2,3,-8,3000.0,5,5,5,5,5,5,4,5,5,5,4,4,4,3,80,70,70,60,70.0,80,80,50,60,1,2015,3,18,7,5,2,1,1,13,1
4,1,31,86,129,1,1948,1,1,1,4,4.0,1967.0,23400,4,100.0,0,1,0,0,0,0,0,0,0,175,140,3,5,4,2,1.0,2,2,1,5,1,1,1,5,5,4,5,5,5,5,5,5,5,5,1,2,1,8.0,8.0,1,2,5,5,5,1,5,0.0,0.0,0.0,0.0,1,1,2,2,48000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1975.0,1948.0,1975.0,9.0,4.0,2.0,24000.0,5.0,0.0,0.0,-2,1,1,16,-2,1,1,15,2,1,4,2,3000.0,4,5,-8,-8,4,4,3,4,4,-8,-8,3,1,4,50,60,70,70,50.0,70,50,60,60,4,2015,3,15,8,4,2,3,1,13,1
5,1,24,71,111,2,1960,1,0,9,1,5.0,-2.0,-2,1,200.0,0,1,0,0,0,0,0,0,0,160,98,5,5,4,5,1.0,1,1,1,5,1,1,5,5,2,5,5,4,5,5,5,5,5,5,2,4,1,2.0,5.0,1,4,5,5,5,4,6,0.0,0.0,0.0,0.0,2,2,2,1,-2.0,5,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,-2.0,1955.0,-2.0,1.0,1.0,5.0,-2.0,1.0,3.0,2.0,-2,12,1,1,1925,1,1,15,2,2,2,-8,50000.0,5,5,-8,-8,5,-8,-8,-8,5,-8,5,5,3,5,90,90,80,80,70.0,90,70,90,90,6,2015,3,9,8,2,3,0,1,5,1
4,1,24,71,111,2,1959,1,0,9,3,2.0,-2.0,20000,1,360.0,0,1,0,0,0,0,0,0,0,155,130,5,3,3,5,1.0,1,1,1,5,2,1,1,5,2,5,5,1,2,2,1,5,5,1,5,5,2,1.0,1.0,1,4,5,4,6,2,6,0.0,0.0,0.0,0.0,2,2,1,2,-2.0,1,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,7,1982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,1,1,1930,1,1,15,2,1,4,2,-2.0,5,4,-8,-8,5,-8,-8,-8,4,5,5,5,2,5,50,60,70,60,20.0,30,30,60,70,2,2015,3,11,8,2,3,3,1,10,1
4,1,7,18,39,2,1973,1,1,1,3,4.0,-2.0,36000,1,60.0,0,1,0,0,0,0,0,0,0,158,110,5,5,5,1,3.0,1,1,1,3,3,1,2,5,4,5,5,4,5,5,5,5,5,1,1,1,1,8.0,8.0,1,3,3,3,3,2,1,5.0,10.0,2.0,3.0,1,1,2,2,36000.0,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,3,1,2,-2,3,1,2,3,1,4,2,40000.0,3,3,-8,-8,3,3,3,3,3,3,3,3,1,2,80,80,80,80,90.0,80,80,80,90,0,2015,3,15,8,4,5,4,1,13,4
5,2,6,12,28,2,1947,1,1,1,3,2.0,-2.0,900,1,150.0,0,1,1,0,0,0,0,0,0,157,120,5,4,5,1,1.0,1,1,1,5,1,1,1,5,4,5,5,4,2,5,2,5,2,5,5,4,1,1.0,1.0,1,4,1,1,1,1,4,0.0,0.0,0.0,0.0,1,1,2,2,12800.0,2,2,1,2,0,1,0,0,0,0,0,0,0,2,1,0.0,3,1967.0,1947.0,1967.0,3.0,1.0,1.0,11800.0,5.0,0.0,0.0,-2,14,1,2,-2,1,1,2,3,2,4,3,10000.0,4,4,4,4,4,-8,4,-8,4,4,-8,4,3,5,70,70,70,70,70.0,70,70,70,70,4,2015,3,19,7,5,2,1,5,13,1
3,1,22,66,105,2,1981,1,1,1,6,4.0,2000.0,55000,1,192.0,0,0,0,0,1,0,0,0,0,156,98,4,5,5,2,1.0,1,1,1,4,4,1,2,5,5,5,5,4,4,2,5,5,5,1,4,4,3,2.0,5.0,2,4,5,5,7,5,5,0.0,0.0,0.0,0.0,1,-1,2,2,60000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,2,0,2.0,3,2005.0,1981.0,2005.0,4.0,1.0,1.0,50000.0,1.0,8.0,1.0,1955,3,1,9,1957,4,1,15,2,2,4,2,100000.0,4,4,4,2,5,4,2,4,2,2,-8,2,2,4,90,80,80,80,80.0,80,80,80,80,2,2015,3,13,7,3,6,5,16,11,1
4,2,9,23,45,2,1971,1,1,1,3,4.0,1984.0,3000,1,250.0,0,0,1,0,0,0,0,0,0,160,130,2,2,4,1,1.0,1,2,1,5,1,1,1,5,4,5,5,4,4,5,5,5,5,5,5,4,2,1.0,1.0,1,3,4,3,5,2,2,0.0,0.0,0.0,0.0,1,1,2,2,5000.0,4,2,1,2,0,1,0,0,0,0,0,0,0,1,1,2.0,3,1997.0,1969.0,1997.0,4.0,1.0,1.0,10000.0,1.0,3.0,2.0,1925,3,1,2,1930,1,1,2,3,2,4,3,50000.0,5,4,4,4,4,4,4,4,4,4,4,4,3,4,90,90,60,60,40.0,70,40,60,20,5,2015,3,13,7,3,5,2,4,13,1
4,1,4,7,18,2,1946,1,1,1,7,4.0,1966.0,60000,4,108.0,0,1,0,0,0,0,0,0,0,153,104,4,5,4,5,1.0,1,2,2,4,4,1,3,4,4,3,5,5,3,4,4,2,3,2,4,3,4,3.0,4.0,2,4,6,6,6,1,5,0.0,0.0,0.0,0.0,1,1,2,1,120000.0,2,4,1,2,0,0,1,0,0,0,0,0,0,0,2,2.0,3,1975.0,1942.0,1946.0,6.0,1.0,5.0,60000.0,5.0,0.0,0.0,1920,3,1,2,1930,1,1,2,1,2,3,-8,-2.0,5,5,5,5,5,5,5,5,-8,5,5,-8,1,2,90,80,80,60,-2.0,80,80,80,60,6,2015,4,10,10,2,2,5,1,4,4
3,1,6,15,31,2,1940,1,1,1,1,5.0,-2.0,11000,1,55.0,0,0,0,0,0,0,0,0,1,148,102,2,3,3,1,2.0,1,1,1,4,1,1,1,5,2,5,5,4,2,3,4,5,5,5,3,2,1,1.0,1.0,2,2,4,5,4,1,4,0.0,0.0,0.0,0.0,1,1,2,2,22000.0,2,2,0,2,0,1,0,0,0,0,0,0,0,3,2,0.0,3,1959.0,1937.0,1959.0,3.0,1.0,1.0,11000.0,4.0,0.0,0.0,1919,1,1,2,1920,1,1,2,2,2,3,2,30000.0,4,3,4,4,4,-8,-8,-8,3,3,3,3,2,3,80,80,80,80,70.0,80,70,80,70,1,2015,3,14,8,4,1,3,64,13,1
4,1,27,78,118,1,1962,1,1,1,10,4.0,1982.0,24000,4,80.0,0,1,0,0,0,0,0,0,0,170,105,4,5,4,2,1.0,2,1,1,5,1,1,1,5,4,2,4,4,4,3,1,5,5,5,2,3,2,6.0,5.0,1,3,4,5,4,3,5,0.0,0.0,0.0,0.0,1,1,2,2,24000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,7,1985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928,1,1,2,1930,1,1,2,3,3,4,3,36000.0,3,2,2,2,5,4,3,3,2,3,3,3,2,4,70,70,70,70,70.0,60,60,70,70,5,2015,3,18,8,5,4,6,1,13,1
5,1,21,64,102,1,1992,1,1,1,11,4.0,2014.0,13000,1,86.0,0,0,0,0,1,0,0,0,0,170,140,4,4,5,5,1.0,2,3,1,4,5,3,1,4,3,3,4,4,3,2,3,4,5,1,4,4,3,5.0,2.0,3,4,7,6,8,6,1,3.0,1.0,1.0,3.0,1,1,2,2,50000.0,3,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966,6,4,1,1967,6,1,1,2,1,5,3,50000.0,5,5,-8,-8,5,5,4,5,3,3,-8,4,3,4,99,80,70,80,80.0,80,65,80,60,6,2015,3,15,7,4,7,3,16,13,13
4,1,12,32,59,1,1976,1,1,4,10,4.0,1995.0,90000,1,23.0,0,1,0,0,0,0,0,0,0,167,120,3,3,5,5,2.0,4,4,2,4,4,3,1,4,4,2,4,4,3,4,2,4,4,1,3,4,3,6.0,5.0,5,3,2,1,2,2,1,3.0,18.0,1.0,3.0,1,1,2,1,120000.0,2,3,-3,2,0,0,1,1,0,0,0,0,0,0,0,0.0,3,2007.0,1981.0,2007.0,7.0,1.0,5.0,30000.0,1.0,3.0,1.0,1948,4,1,1,1949,3,1,5,2,2,4,2,200000.0,4,4,-8,-8,4,4,3,5,3,3,3,3,2,2,50,50,50,40,50.0,50,60,50,50,0,2015,3,17,8,4,5,5,1,4,13
4,2,22,66,105,2,1964,1,1,1,3,2.0,-2.0,12000,1,80.0,0,1,1,0,0,0,0,0,0,170,100,2,2,2,1,1.0,1,1,3,4,1,1,1,5,4,5,5,4,4,5,5,5,5,5,2,4,2,5.0,6.0,1,3,2,1,2,1,5,0.0,0.0,0.0,0.0,1,1,2,2,12000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,0,3,0.0,3,1992.0,1961.0,1992.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,4,1,16,-2,4,1,2,3,3,3,3,10000.0,3,3,3,3,4,-8,3,-8,3,3,3,3,3,4,60,70,60,70,60.0,50,50,60,60,1,2015,3,12,7,3,4,3,5,13,1
2,1,18,51,84,1,1958,1,1,1,4,2.0,1970.0,0,4,80.0,0,0,0,0,0,0,0,0,1,175,130,2,2,2,2,1.0,2,2,3,5,1,1,1,5,4,3,5,4,3,4,5,5,5,5,2,4,1,3.0,3.0,1,2,3,6,3,6,5,0.0,0.0,0.0,0.0,2,1,2,2,12000.0,3,2,0,2,0,1,0,0,0,0,0,0,0,2,0,0.0,3,1976.0,1954.0,1976.0,6.0,1.0,2.0,12000.0,5.0,0.0,0.0,1933,1,4,1,1934,1,1,5,3,3,3,4,15000.0,4,4,4,3,4,4,2,4,3,3,3,3,2,4,70,0,70,60,60.0,0,0,50,50,0,2015,3,10,7,2,3,1,64,13,1
4,2,5,10,26,2,1971,1,1,1,3,2.0,-2.0,25000,1,200.0,0,1,0,0,0,0,0,0,0,168,128,4,4,4,1,1.0,1,1,1,5,1,1,1,5,4,5,5,4,5,5,5,5,5,5,3,3,1,2.0,3.0,1,4,6,5,7,3,4,0.0,0.0,0.0,0.0,1,2,2,2,50000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,1,1,1.0,3,1989.0,1966.0,1989.0,3.0,1.0,1.0,25000.0,3.0,0.0,0.0,-2,1,1,2,-2,1,1,2,2,2,3,2,10000.0,4,4,4,4,4,3,4,4,4,3,3,3,2,5,90,90,90,90,90.0,90,90,90,90,6,2015,3,9,8,2,5,4,1,14,1
2,2,11,30,53,2,1991,1,1,1,3,4.0,2004.0,5000,1,100.0,0,0,0,0,1,0,0,0,0,168,125,5,4,3,1,1.0,1,1,2,5,4,1,1,4,3,5,5,4,4,3,4,5,5,2,4,4,3,1.0,2.0,1,2,1,1,1,1,1,3.0,3.0,1.0,3.0,1,1,2,2,20000.0,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1958,3,1,2,1958,1,1,2,3,2,5,2,10000.0,5,5,4,4,5,5,2,5,3,3,3,2,1,5,90,80,70,80,60.0,60,70,80,80,5,2015,3,11,7,2,7,2,16,13,1
4,2,29,83,126,2,1969,1,1,1,1,5.0,-2.0,2000,1,140.0,0,0,1,0,0,0,0,0,0,167,120,3,5,4,1,1.0,1,1,1,5,1,1,1,5,3,5,5,4,5,5,5,5,5,5,4,3,1,2.0,7.0,1,2,5,3,6,1,3,0.0,0.0,0.0,0.0,1,1,2,2,5000.0,3,1,1,2,0,1,0,0,0,0,0,0,0,1,1,1.0,3,1993.0,1967.0,1993.0,3.0,1.0,1.0,4000.0,2.0,0.0,0.0,-2,1,1,2,-2,1,1,2,3,2,5,3,15000.0,5,4,4,3,5,-8,3,3,5,-8,-8,-8,2,5,70,60,70,60,70.0,60,70,60,70,4,2015,3,15,7,4,4,2,4,13,1
5,2,27,80,120,1,1963,1,1,1,4,4.0,-2.0,40000,1,100.0,0,1,0,0,0,0,0,0,0,170,135,4,4,4,1,1.0,2,2,2,5,1,2,1,4,4,4,5,4,4,5,4,5,5,5,3,2,1,6.0,5.0,1,4,5,3,5,2,1,8.0,30.0,1.0,4.0,1,2,2,2,60000.0,6,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1985.0,1963.0,1985.0,3.0,1.0,1.0,0.0,6.0,0.0,0.0,1932,1,1,2,1931,1,1,15,2,1,4,2,70000.0,4,3,4,4,4,4,2,3,3,3,-8,-8,2,5,70,70,75,80,60.0,70,70,70,80,2,2015,3,16,7,4,4,5,1,14,1
4,1,7,18,38,2,1944,4,0,1,6,4.0,1964.0,30000,1,75.0,0,0,1,0,0,0,0,0,0,165,120,2,4,4,5,1.0,4,3,4,4,1,1,2,3,3,2,2,3,3,4,3,4,2,4,2,4,3,5.0,2.0,3,2,4,4,4,4,5,0.0,0.0,0.0,0.0,1,1,2,2,90000.0,3,4,2,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1970.0,1941.0,1970.0,10.0,4.0,5.0,60000.0,5.0,0.0,0.0,1898,2,1,9,1906,2,1,15,3,3,4,3,40000.0,4,-8,-8,-8,5,4,3,4,3,3,3,3,2,4,90,90,80,80,90.0,80,80,90,90,4,2015,3,15,8,4,2,4,4,13,1
3,1,5,8,24,1,1965,1,1,1,3,4.0,1979.0,60000,1,70.0,0,1,0,0,0,0,0,0,0,173,160,5,5,5,1,1.0,1,1,1,5,2,1,2,5,5,5,5,4,4,4,5,5,5,4,2,2,1,7.0,7.0,1,2,1,5,5,6,1,5.0,35.0,2.0,3.0,2,2,2,2,60000.0,5,2,1,2,0,1,0,0,0,0,0,0,0,1,0,1.0,4,1988.0,1976.0,2011.0,3.0,1.0,2.0,0.0,6.0,0.0,0.0,1933,1,1,2,1935,1,1,15,2,3,2,3,60000.0,4,2,-8,-8,3,2,2,4,2,-8,-8,-8,1,5,40,-2,60,50,40.0,50,40,-2,-2,0,2015,3,9,8,2,4,5,1,14,1
